ref_date;INTERVAL;50;100;200;250;500;1000;1500;2000;2500;5000
01/01/2020;12;3083;9106;3327;4203;2155;495;76;7;25;10
01/01/2020;15;2857;9138;3284;4180;2168;455;81;5;28;11
01/01/2020;15;2979;9109;3254;4192;2167;434;78;6;21;6
01/01/2020;8;2967;9180;3253;4120;2136;439;100;5;32;7
01/01/2020;8;2897;9092;3355;4151;2068;440;98;7;14;9
01/01/2020;17;2969;8935;3380;4171;2207;432;94;3;20;5
01/01/2020;11;2961;9094;3206;4245;2110;450;86;3;20;5
01/01/2020;14;2972;9091;3212;4352;2118;465;101;2;31;4
01/01/2020;13;3000;9115;3318;4151;2136;425;97;7;23;9
01/01/2020;5;2960;8973;3324;4242;2226;459;96;4;35;8
01/01/2020;10;2840;9065;3271;4289;2102;427;107;7;27;3
01/01/2020;18;3009;9048;3264;4288;2191;413;100;4;29;7
01/01/2020;10;2885;9035;3224;4230;2168;415;97;3;26;4
01/01/2020;15;2915;9063;3361;4157;2132;456;95;12;36;12
01/01/2020;7;2948;9092;3285;4174;2131;453;107;1;24;7
01/01/2020;13;2987;9029;3134;4170;2140;442;86;3;27;8
01/01/2020;13;2893;9112;3341;4225;2184;414;76;6;26;10
01/01/2020;15;2940;9056;3216;4130;2143;451;85;5;17;4
01/01/2020;19;2907;9072;3309;4201;2146;440;90;6;27;6
01/01/2020;11;2988;9129;3210;4239;2150;440;85;8;32;11
01/01/2020;6;2935;9101;3273;4232;2201;415;87;7;28;8
01/01/2020;15;2926;9138;3210;4305;2096;474;101;8;24;4
01/01/2020;11;2900;8978;3268;4202;2137;457;107;7;26;6
01/01/2020;9;3027;9245;3286;4112;2202;399;72;3;31;8
02/01/2020;17;2819;8967;3333;4210;2205;435;70;2;26;8
02/01/2020;9;2907;8857;3333;4160;2146;435;91;7;29;2
02/01/2020;13;2984;9249;3242;4138;2250;450;80;7;29;7
02/01/2020;14;2938;8994;3260;4152;2149;456;82;7;25;5
02/01/2020;16;2961;8849;3342;4158;2163;402;93;9;27;14
02/01/2020;12;2915;9026;3173;4153;2233;448;109;5;24;6
02/01/2020;10;2923;9306;3197;4181;2177;443;93;5;24;12
02/01/2020;12;2971;9060;3362;4226;2154;419;77;2;30;7
02/01/2020;13;2918;9027;3292;4199;2157;442;91;5;35;7
02/01/2020;7;2883;9061;3339;4201;2191;422;80;5;33;9
02/01/2020;11;2912;9120;3345;4189;2172;472;84;7;31;10
02/01/2020;14;2924;8927;3266;4246;2225;455;96;6;22;5
02/01/2020;9;2954;9069;3262;4164;2149;470;82;5;26;9
02/01/2020;14;2976;8933;3297;4108;2150;436;89;4;33;10
02/01/2020;5;2988;9048;3382;4194;2179;476;83;4;26;6
02/01/2020;16;2979;8915;3314;4108;2160;490;79;5;38;8
02/01/2020;11;2968;9127;3200;4222;2216;401;94;6;29;6
02/01/2020;10;2860;9072;3355;4131;2209;444;90;7;33;5
02/01/2020;14;2911;9119;3315;4107;2168;461;92;2;32;7
02/01/2020;7;2955;9154;3385;4173;2210;456;92;6;27;5
02/01/2020;14;2814;9126;3269;4178;2109;438;85;9;31;8
02/01/2020;11;2943;8969;3217;4131;2109;429;78;2;25;5
02/01/2020;12;2875;9017;3399;4158;2134;449;83;5;23;2
02/01/2020;10;2992;8973;3312;4214;2200;425;94;7;27;5
03/01/2020;10;2992;9026;3205;4065;2240;457;89;6;34;14
03/01/2020;11;3049;9025;3351;4199;2137;430;88;6;23;5
03/01/2020;13;2962;9109;3292;4100;2180;433;102;8;23;8
03/01/2020;12;2920;9095;3295;4217;2200;473;86;8;25;8
03/01/2020;8;2957;9071;3292;4228;2157;458;95;5;34;1
03/01/2020;9;3005;8866;3250;4247;2120;436;71;5;31;9
03/01/2020;13;2936;9190;3331;4216;2148;445;78;7;26;8
03/01/2020;9;3032;8996;3379;4106;2216;446;112;5;35;5
03/01/2020;10;2911;8985;3209;4302;2240;414;81;6;31;8
03/01/2020;17;2915;9033;3460;4199;2133;478;89;9;34;9
03/01/2020;13;2923;9047;3225;4114;2098;457;85;6;26;11
03/01/2020;13;2989;9076;3271;4227;2181;468;93;2;20;11
03/01/2020;16;2979;9002;3204;4252;2145;446;96;3;37;7
