ref_date;INTERVAL;50;100;200;250;500;1000;1500;2000;2500;5000
01/01/2020;13;2892;9048;3247;4223;2261;407;89;5;29;8
01/01/2020;12;2901;9020;3328;4182;2198;448;85;2;24;8
01/01/2020;10;2869;8904;3236;4215;2228;427;113;3;25;9
01/01/2020;13;2859;9024;3205;4202;2139;480;85;11;27;11
01/01/2020;16;2873;9055;3331;4183;2160;460;85;4;28;9
01/01/2020;13;2934;9118;3244;4320;2231;422;82;8;35;9
01/01/2020;10;2961;9193;3211;4210;2074;470;79;6;20;8
01/01/2020;14;3017;8932;3330;4237;2249;491;99;3;30;9
01/01/2020;12;2887;9119;3278;4222;2167;394;91;8;26;9
01/01/2020;9;2987;8968;3354;4332;2142;432;91;8;29;9
01/01/2020;12;3043;8976;3244;4307;2074;443;80;6;26;7
01/01/2020;11;2899;9153;3257;4283;2307;459;93;3;22;8
01/01/2020;11;2998;9043;3279;4223;2221;437;90;4;36;9
01/01/2020;20;2926;9098;3334;4241;2205;422;74;5;25;5
01/01/2020;11;3019;9052;3332;4142;2208;430;99;4;25;3
01/01/2020;12;3064;9077;3321;4159;2279;485;87;5;27;8
01/01/2020;13;2902;8988;3319;4226;2232;423;78;4;23;8
01/01/2020;13;3008;9176;3286;4181;2245;440;96;2;29;11
01/01/2020;12;2913;8898;3253;4227;2161;440;75;12;33;5
01/01/2020;12;2901;8997;3370;4153;2168;445;90;4;27;6
01/01/2020;10;2964;9150;3243;4171;2186;423;95;6;29;12
01/01/2020;11;2960;9084;3248;4264;2152;423;91;11;30;11
01/01/2020;12;2902;9151;3300;4259;2123;439;97;7;19;5
01/01/2020;14;2955;9105;3260;4135;2188;403;103;10;26;7
02/01/2020;12;2910;9075;3247;4213;2157;427;78;4;22;3
02/01/2020;12;2988;9166;3408;4162;2187;476;90;8;30;8
02/01/2020;9;2932;9117;3275;4261;2153;428;87;8;24;6
02/01/2020;19;2968;9188;3213;4187;2173;461;95;5;31;5
02/01/2020;7;2965;9287;3357;4150;2188;434;88;3;32;6
02/01/2020;14;2922;9037;3243;4124;2179;454;82;6;22;11
02/01/2020;12;2964;9149;3243;4141;2242;443;100;8;36;6
02/01/2020;8;2892;9029;3248;4241;2134;457;83;7;24;6
02/01/2020;16;2921;9170;3405;4301;2241;442;96;7;29;7
02/01/2020;17;2912;9071;3266;4203;2186;470;76;5;20;9
02/01/2020;14;2973;9001;3306;4172;2242;450;89;5;30;5
02/01/2020;14;2916;9082;3239;4147;2192;456;102;7;22;7
02/01/2020;11;2864;9098;3301;4185;2193;452;74;5;26;5
02/01/2020;9;3031;8981;3292;4168;2147;372;99;11;35;6
02/01/2020;10;2936;9058;3225;4202;2207;451;84;8;37;9
02/01/2020;13;2947;9158;3294;4163;2197;456;93;9;28;7
02/01/2020;15;2972;8999;3253;4243;2232;454;89;5;32;14
02/01/2020;9;3014;8896;3263;4208;2197;471;97;7;22;4
02/01/2020;8;2954;9000;3306;4133;2151;464;84;6;32;9
02/01/2020;18;2924;9153;3200;4119;2190;431;84;7;27;6
02/01/2020;10;2976;9174;3299;4193;2158;415;78;7;32;11
02/01/2020;9;2922;9130;3272;4150;2194;402;72;6;31;7
02/01/2020;14;2939;9103;3231;4227;2296;433;75;4;21;4
02/01/2020;9;2860;9018;3284;4201;2135;414;92;5;36;7
