ref_date;INTERVAL;50;100;200;250;500;1000;1500;2000;2500;5000
01/01/2020;12;2942;9223;3325;4117;2116;434;81;4;25;10
01/01/2020;9;2930;9077;3279;4204;2162;422;80;6;20;8
01/01/2020;18;3039;9200;3340;4216;2214;447;92;6;25;4
01/01/2020;20;2940;9404;3343;4085;2161;406;105;10;24;10
01/01/2020;12;2865;9143;3249;4220;2157;454;89;10;26;9
01/01/2020;13;2978;8972;3333;4270;2101;467;85;6;16;9
01/01/2020;16;2828;9119;3220;4131;2122;431;97;8;32;7
01/01/2020;7;2974;9014;3299;4195;2209;421;94;2;37;4
01/01/2020;14;2914;9127;3286;4191;2197;451;91;7;32;6
01/01/2020;18;2983;9003;3279;4101;2208;418;89;2;21;6
01/01/2020;11;2960;9012;3140;4249;2159;481;81;8;29;9
01/01/2020;11;2903;8949;3323;4242;2227;431;96;6;19;5
01/01/2020;11;3011;9017;3234;4222;2137;408;83;6;27;6
01/01/2020;15;2926;9028;3316;4258;2209;473;94;5;23;8
01/01/2020;17;2959;9005;3262;4245;2174;465;74;5;32;9
01/01/2020;19;2947;9060;3210;4224;2128;443;80;5;26;7
01/01/2020;15;2934;9229;3359;4106;2217;437;91;5;22;11
01/01/2020;6;2889;9025;3305;4193;2190;435;80;5;29;4
01/01/2020;12;2997;9112;3302;4261;2178;445;87;7;24;7
01/01/2020;10;2885;8894;3250;4207;2147;445;97;5;30;8
01/01/2020;18;2921;9099;3169;4215;2140;459;88;7;29;6
01/01/2020;12;2943;8792;3303;4233;2132;466;86;5;20;7
01/01/2020;10;3036;9048;3249;4251;2149;468;85;9;31;7
01/01/2020;12;3043;9129;3379;4097;2216;424;96;3;25;7
02/01/2020;7;3008;9123;3149;4193;2231;464;91;4;30;9
02/01/2020;15;2857;8983;3278;4278;2150;433;101;7;16;6
02/01/2020;9;2894;8888;3273;4269;2173;429;100;2;35;8
02/01/2020;15;3001;9186;3302;4268;2121;471;87;8;31;7
02/01/2020;5;3002;9004;3288;4288;2229;455;94;5;21;9
02/01/2020;7;2811;8862;3213;4213;2189;456;76;7;30;4
02/01/2020;8;2995;9026;3320;4263;2232;421;80;5;25;8
02/01/2020;12;2917;9037;3244;4228;2167;453;90;5;30;5
02/01/2020;10;2881;9127;3177;4182;2162;430;85;5;31;8
02/01/2020;10;2952;9140;3191;4232;2218;449;77;5;39;10
02/01/2020;7;2947;8974;3347;4168;2120;433;92;9;23;9
02/01/2020;13;2923;8951;3301;4177;2189;443;86;6;35;6
02/01/2020;9;2981;9179;3284;4195;2188;468;80;11;22;7
02/01/2020;8;2998;9117;3321;4236;2206;413;78;6;20;7
02/01/2020;9;2904;9236;3306;4202;2174;424;94;3;28;7
02/01/2020;11;2943;9138;3355;4134;2195;445;94;2;34;7
02/01/2020;12;3058;8900;3343;4178;2235;472;91;6;23;9
02/01/2020;17;2837;9003;3313;4128;2220;436;105;4;34;9
02/01/2020;10;2923;9017;3295;4189;2108;464;99;8;27;8
02/01/2020;14;2965;8929;3323;4128;2173;412;97;7;27;11
02/01/2020;14;2942;9130;3263;4124;2178;419;101;5;24;9
02/01/2020;13;2924;9050;3362;4218;2206;415;84;5;33;8
02/01/2020;14;3047;9145;3229;4194;2248;466;84;4;28;6
02/01/2020;13;3022;9037;3257;4107;2202;432;93;8;27;5
03/01/2020;13;3004;9198;3315;4199;2272;454;79;7;27;3
03/01/2020;14;2999;9078;3185;4216;2198;446;96;6;24;6
03/01/2020;11;3055;9070;3199;4219;2147;417;98;7;29;10
03/01/2020;8;3041;8968;3195;4144;2222;424;82;6;31;6
