ref_date;INTERVAL;5;34;50;61;90;100;125;173;200;215;235;250;300;435;500;600;870;1000;1080;1350;1500;1624;1917;2000;2096;2390;2500;3000;4001;5000
01/01/2020;14;992;1080;3075;833;686;8110;756;841;2780;193;266;3177;395;332;1497;66;49;326;2;3;72;2;0;5;2;0;13;2;1;5
01/01/2020;7;1015;1121;3054;833;678;8308;763;840;2686;159;277;3156;415;318;1478;64;46;305;5;4;64;2;0;4;1;0;26;0;2;7
01/01/2020;6;993;1110;3074;765;730;8340;779;808;2749;176;281;3222;397;372;1472;60;50;290;5;4;61;0;0;4;1;2;22;0;0;5
01/01/2020;14;1025;1139;2987;789;658;8279;773;850;2678;194;280;3172;383;344;1549;64;48;315;11;7;52;3;1;4;0;0;19;1;0;5
01/01/2020;16;1011;1096;2978;873;738;8173;742;878;2728;169;278;3235;388;337;1533;58;59;254;9;7;46;0;0;5;1;2;25;0;0;6
01/01/2020;8;970;1136;3070;842;707;8202;752;826;2732;183;278;3229;414;324;1512;53;41;270;7;1;61;1;0;5;0;2;20;0;1;10
01/01/2020;15;982;1202;3086;847;724;8214;726;863;2773;177;242;3228;414;326;1485;60;35;265;6;5;67;2;1;4;1;0;16;0;0;1
01/01/2020;4;932;1137;3098;858;726;8247;744;853;2761;203;315;3110;417;304;1535;62;41;297;6;5;77;1;0;7;2;2;24;0;1;3
01/01/2020;9;1036;1176;3027;855;739;8047;742;871;2693;187;261;3131;370;285;1536;58;43;314;4;5;44;2;0;3;1;1;17;2;0;3
01/01/2020;9;1045;1138;3037;813;709;8318;723;882;2771;215;281;3092;385;305;1529;58;46;289;7;9;64;0;2;8;3;2;18;1;0;5
01/01/2020;9;999;1204;3045;756;706;8060;792;888;2705;198;272;3120;363;290;1567;57;62;288;6;6;62;0;3;10;0;1;16;0;1;6
01/01/2020;8;1021;1154;3012;819;785;8143;755;844;2766;183;277;3147;392;317;1485;60;45;273;8;5;60;0;0;4;0;1;23;0;0;2
01/01/2020;17;1018;1116;3018;821;752;8238;753;856;2724;171;293;3230;405;290;1534;60;53;290;8;6;65;1;0;7;1;0;21;1;1;7
01/01/2020;11;1026;1117;3046;826;754;8140;739;873;2794;196;260;3279;400;328;1456;44;39;276;10;2;67;0;0;0;0;1;16;0;0;5
01/01/2020;8;967;1197;2999;836;732;8276;764;787;2663;222;264;3208;396;338;1518;58;54;315;5;5;62;1;0;2;1;1;20;0;1;3
01/01/2020;8;979;1184;3019;851;732;8254;743;834;2846;179;297;3079;361;307;1502;57;55;315;3;5;61;0;0;4;2;0;28;3;1;7
01/01/2020;14;998;1121;2975;819;701;8287;701;868;2771;194;275;3141;365;336;1500;76;50;312;8;2;64;0;0;11;0;1;21;0;0;6
01/01/2020;8;1018;1127;2973;863;699;8220;734;853;2796;166;292;3190;409;350;1580;66;56;308;5;7;55;1;1;4;1;3;23;0;0;6
01/01/2020;6;937;1128;3125;837;737;8235;667;850;2669;193;296;3148;366;292;1559;54;41;294;1;7;70;3;0;6;0;1;22;0;0;4
01/01/2020;13;1032;1127;3077;864;766;8258;731;863;2820;175;304;3203;395;282;1461;64;59;321;6;2;81;0;2;8;0;0;20;1;1;6
01/01/2020;12;1005;1120;3044;826;741;8033;760;820;2701;182;264;3266;409;332;1491;59;44;313;6;9;51;1;0;5;2;2;21;0;1;7
01/01/2020;12;1027;1176;2995;803;755;8398;768;846;2769;198;297;3190;385;313;1471;75;57;299;7;9;57;0;1;5;1;3;17;0;0;1
01/01/2020;6;1002;1090;3145;820;723;8323;740;896;2772;193;270;3140;367;304;1443;69;56;293;4;5;54;1;3;5;0;3;20;0;1;3
01/01/2020;14;1002;1142;3020;820;806;8315;779;921;2576;198;264;3151;406;298;1494;57;34;324;11;2;60;0;1;5;2;0;20;1;0;5
02/01/2020;6;1027;1126;2987;830;758;8258;724;907;2724;180;253;3172;380;350;1502;67;38;295;7;3;55;3;1;6;1;1;30;2;1;8
02/01/2020;8;992;1111;3020;816;699;8263;738;811;2649;189;297;3225;360;334;1542;54;50;302;3;5;47;2;0;5;2;3;25;1;1;4
02/01/2020;18;1059;1187;3014;800;653;8189;696;848;2697;182;285;3153;408;323;1526;51;42;283;3;0;67;0;1;2;0;1;23;1;0;5
02/01/2020;14;1004;1168;3058;827;756;8143;773;829;2779;183;271;3235;350;346;1538;56;51;293;3;5;70;0;1;10;0;0;21;0;0;6
02/01/2020;12;955;1165;3020;807;751;8097;756;873;2784;190;254;3241;394;300;1514;60;53;326;10;4;59;2;3;7;1;0;17;1;0;3
02/01/2020;9;1055;1158;3067;792;752;8229;718;832;2753;187;268;3150;391;315;1409;56;50;271;5;4;57;0;1;6;1;1;22;0;0;6
02/01/2020;22;958;1165;2978;836;715;8235;761;856;2781;175;269;3214;402;325;1514;57;55;285;6;5;58;0;0;6;2;1;18;0;0;5
02/01/2020;15;1015;1147;3041;838;744;8259;739;897;2645;187;288;3153;413;323;1535;51;33;291;6;4;69;0;0;3;0;1;24;2;1;4
02/01/2020;9;946;1118;3067;814;743;8041;742;852;2716;207;271;3162;398;312;1490;57;48;297;3;5;67;5;1;9;0;1;22;2;0;6
02/01/2020;11;963;1109;3161;756;761;8091;702;867;2795;175;308;3144;370;315;1538;68;54;289;8;3;65;1;1;12;1;0;28;3;0;6
02/01/2020;14;1009;1175;3003;820;729;8144;799;855;2754;175;277;3192;397;295;1550;73;52;298;4;5;65;3;1;4;0;1;18;1;0;3
02/01/2020;9;977;1075;2982;833;733;8202;716;820;2773;206;288;3052;388;320;1482;49;57;301;7;6;71;0;1;10;1;1;20;1;2;6
02/01/2020;10;1025;1141;3135;859;707;8181;801;851;2763;172;274;3207;347;356;1479;51;48;269;5;3;57;0;0;5;0;4;16;1;0;3
02/01/2020;12;1046;1128;2996;847;725;8256;728;882;2755;198;266;3135;379;294;1546;64;53;297;2;4;51;1;2;7;1;1;16;2;0;7
02/01/2020;17;985;1110;3060;849;737;8289;731;837;2785;204;275;3132;427;306;1500;59;49;313;9;6;64;0;0;4;0;2;17;0;0;3
02/01/2020;11;954;1150;3131;864;711;8201;763;792;2660;198;284;3147;409;336;1507;52;52;268;6;12;70;0;0;3;1;1;24;0;0;3
02/01/2020;18;987;1127;3060;756;699;8233;740;843;2736;223;276;3199;411;367;1470;63;61;291;6;6;57;0;0;7;0;2;28;0;0;1
02/01/2020;13;987;1132;2981;829;719;8289;700;828;2670;207;270;3236;397;334;1523;58;47;276;7;2;71;3;0;5;3;2;20;1;1;2
02/01/2020;15;1018;1145;3030;789;701;8324;742;836;2803;181;294;3222;392;341;1482;66;52;307;4;8;52;0;0;0;0;0;21;2;1;12
02/01/2020;14;1037;1131;3014;786;735;8260;804;822;2702;207;280;3183;397;336;1514;47;55;289;5;7;68;0;0;6;1;2;20;2;0;7
02/01/2020;16;1036;1132;2935;841;682;8335;766;782;2791;177;312;3104;400;318;1474;48;53;319;5;5;63;2;3;4;1;1;17;1;0;6
02/01/2020;16;1007;1181;3066;832;718;8230;711;850;2831;215;258;3214;372;333;1473;59;48;336;5;3;43;1;2;8;1;1;20;1;0;5
02/01/2020;13;993;1165;2948;836;733;8207;741;787;2689;173;250;3101;386;358;1461;59;50;312;7;3;59;2;1;10;0;3;17;0;1;3
02/01/2020;13;969;1130;3053;851;726;8241;709;820;2782;171;284;3159;386;336;1512;65;60;309;8;4;61;0;1;9;1;2;22;0;1;4
03/01/2020;11;1021;1148;3049;831;719;8187;740;861;2879;177;291;3185;381;336;1598;78;44;288;12;3;50;0;2;1;0;0;24;2;0;1
03/01/2020;12;1002;1129;3084;822;762;8300;752;885;2809;177;264;3246;385;302;1460;75;40;274;3;6;57;1;0;8;2;0;19;0;1;10
03/01/2020;9;1010;1189;3103;846;744;8162;762;814;2741;201;278;3188;412;325;1560;95;55;295;4;2;72;0;1;7;1;1;19;1;0;2
03/01/2020;15;971;1040;3026;815;731;8116;770;827;2679;190;301;3092;395;314;1525;66;51;296;1;7;57;4;1;7;1;4;19;1;0;6
03/01/2020;6;1014;1157;3096;819;736;8078;737;844;2706;181;298;3209;394;280;1522;49;55;283;8;5;52;0;1;9;0;4;22;1;0;5
03/01/2020;7;1052;1137;2995;828;773;8077;686;872;2805;185;288;3206;392;347;1472;61;38;318;4;9;72;1;0;5;0;0;28;0;2;3
03/01/2020;10;1000;1205;2946;812;717;8215;713;837;2795;159;306;3214;412;322;1480;57;50;308;9;8;57;0;1;7;1;1;22;1;1;2
03/01/2020;7;1022;1164;2987;818;729;8256;743;805;2689;168;276;3207;406;343;1522;65;65;280;7;7;58;0;0;6;1;1;23;1;1;8
03/01/2020;17;1022;1226;3142;827;733;8019;752;837;2866;182;280;3148;411;311;1541;68;48;298;4;9;77;0;1;4;3;1;17;0;1;2
03/01/2020;8;996;1160;3051;791;781;8131;734;832;2801;199;284;3168;384;341;1541;60;53;308;7;4;51;1;0;6;0;0;20;0;1;5
03/01/2020;13;1000;1136;3027;786;727;8077;719;833;2841;178;283;3120;412;297;1464;63;54;315;6;4;68;0;0;3;1;1;22;0;2;5
03/01/2020;9;944;1083;3038;857;706;8052;683;836;2726;214;289;3226;381;294;1527;59;50;291;6;7;64;1;2;6;0;2;22;0;0;3
03/01/2020;17;984;1142;3027;808;748;8127;705;764;2711;185;280;3099;383;325;1480;49;44;287;6;8;52;1;0;7;0;0;18;0;0;11
03/01/2020;12;971;1125;3043;818;704;8278;734;851;2646;199;273;3265;398;337;1499;79;43;298;6;8;68;2;1;3;1;1;30;2;1;8
03/01/2020;10;1043;1151;3002;795;723;8234;716;869;2657;180;275;3171;391;314;1482;73;49;326;10;6;56;2;1;10;1;0;13;0;2;6
03/01/2020;3;1001;1152;2982;817;702;8410;765;891;2789;219;307;3223;386;316;1488;49;57;327;7;5;63;1;1;6;1;1;18;0;0;4
03/01/2020;13;961;1177;3081;866;712;8263;754;800;2761;208;280;3227;392;325;1505;69;46;290;6;6;53;0;1;9;1;3;24;0;1;7
03/01/2020;10;968;1097;2967;767;760;8304;732;799;2638;186;262;3177;387;318;1513;66;56;314;3;4;63;2;1;11;0;0;17;1;0;4
03/01/2020;11;1003;1206;3082;819;729;8150;757;869;2623;181;329;3186;373;334;1508;75;51;293;3;5;58;0;3;4;1;0;23;0;0;2
03/01/2020;11;999;1074;3053;795;672;8106;751;830;2700;205;256;3218;417;333;1532;64;44;321;2;6;61;2;0;7;0;2;24;2;1;11
03/01/2020;12;969;1126;3191;788;743;8165;664;864;2780;186;292;3203;393;353;1537;60;58;334;9;6;61;2;1;6;0;0;17;1;0;5
03/01/2020;12;973;1174;3118;807;726;8225;742;842;2762;210;284;3167;397;314;1589;66;56;284;7;4;50;1;0;4;0;1;19;0;0;13
03/01/2020;12;995;1186;3009;781;723;8115;758;875;2754;204;254;3106;408;326;1562;62;45;288;2;3;60;2;0;4;3;0;22;0;0;6
03/01/2020;14;1026;1128;3006;817;746;8275;755;853;2787;203;241;3222;412;319;1547;69;47;283;8;7;69;3;1;2;1;3;18;0;0;4
04/01/2020;11;1030;1140;3032;780;718;8136;760;877;2796;182;309;3225;376;315;1495;55;48;341;4;4;63;1;1;6;1;1;20;1;0;6
04/01/2020;14;949;1114;3047;827;743;8060;753;875;2770;196;271;3161;410;326;1534;64;47;316;8;7;64;0;0;9;1;2;27;1;0;7
04/01/2020;12;1024;1136;3105;824;738;8233;716;844;2751;208;259;3113;392;322;1482;65;59;321;4;9;57;0;0;7;0;1;24;0;0;3
04/01/2020;10;1022;1109;2952;820;742;8172;735;804;2741;185;274;3144;387;296;1471;51;53;316;4;1;57;2;1;5;1;1;19;3;1;3
